language_no	predicate_no	verb	X	Y	locus	valency_pattern	sentence	glosses_en	back_translation_en	comms	glosses_ru	back_translation_ru	verb_original_orthography	sentence_original_orthography
34	33	тöдны 	NOM	ACC	TR	TR								
34	34	ворсны 	NOM	vylyn	Y	NOM_vylyn								
34	35	пышйыны	NOM	ELA	Y	NOM_ELA								
34	36	вöчны	NOM	ACC	TR	TR								
34	37	тешитчыны	NOM	vylyn	Y	NOM_vylyn								
34	38	вöвны	GEN	NOM	X	GEN_NOM								
34	39	корсьны	NOM	ACC	TR	TR								
34	40	краситны	NOM	ACC	TR	TR								
34	41	курччыны	NOM	ACC	TR	TR								
34	42	кольны	NOM	ABE	Y	NOM_ABE								
34	43	кутны	*	*	*									
34	44	чегны 	NOM	ACC	TR	TR								
34	45	сöрны	NOM	DAT	Y	NOM_DAT								
34	46	радейтны	NOM	ACC	TR	TR								
34	47	шенасьны	NOM	INS	Y	NOM_INS								
34	48	мöвпавны	*	*	*									
34	49	мыськыны	NOM	ACC	TR	TR								
34	50	пасьтавны 	NOM	ACC	TR	TR								
34	51	шусьыны	NOM	INS	Y	NOM_INS								
34	52	накажитны	NOM	ACC	TR	TR								
34	53	уськöдчыны	NOM	vylo	Y	NOM_vylo								
34	54	тырны	NOM	INS	Y	NOM_INS								
34	55	аддзыны	*	*	*									
34	56	NEG_тырмыны	DAT	NOM	X	DAT_NOM								
34	57	мустöмтны	NOM	ACC	TR	TR								
34	58	кажитчыны	DAT	NOM	X	DAT_NOM								
34	59	ковны	DAT	NOM	X	DAT_NOM								
34	60	кытшовтыны 	NOM	ACC	TR	TR								
34	61	кольны	GEN	NOM	X	GEN_NOM								
34	62	вочавидзны	NOM	DAT	Y	NOM_DAT								
34	63	восьтыны 	NOM	ACC	TR	TR								
34	64	торъявны	NOM	ELA	Y	NOM_ELA								
34	65	кольччыны	NOM	ELA	Y	NOM_ELA								
34	66	гöрны	NOM	ACC	TR	TR								
34	67	*	*	*	*									
34	68	вуджны	NOM	ACC	TR	TR								
34	69	сьывны	NOM	ACC	TR	TR								
34	70	гижны 	NOM	ACC	TR	TR								
34	71	юны 	NOM	ACC	TR	TR								
34	72	сывдыны 	NOM	ACC	TR	TR								
34	73	лöсявны	NOM	doro	Y	NOM_doro								
34	74	кольны	NOM	ACC	TR	TR								
34	75	вевттыны	NOM	ACC	TR	TR								
34	76	помнитны	NOM	ACC	TR	TR								
34	77	отсавны 	NOM	DAT	Y	NOM_DAT								
34	78	гöгöрвоны	NOM	ACC	TR	TR								
34	79	веськавны	NOM	ILL	Y	NOM_ILL								
34	80	вундысьны	NOM	INS	Y	NOM_INS								
34	81	лепитчыны	NOM	ILL	Y	NOM_ILL								
34	82	ворссьыны	NOM	DAT	Y	NOM_DAT								
34	83	радлыны	NOM	DAT	Y	NOM_DAT								
34	84	сёрнитны 	NOM	COM	Y	NOM_COM								
34	85	чужтны 	NOM	ACC	TR	TR								
34	86	уськöдны	NOM	ACC	TR	TR								
34	87	веськöдлыны	NOM	INS	Y	NOM_INS								
34	88	гажтöмтчыны	NOM	ELA	Y	NOM_ELA								
34	89	*	*	*	*									
34	90	лэччыны	NOM	vylys	Y	NOM_vylys								
34	91	кывзыны 	NOM	ACC	TR	TR								
34	92	кывзысьны	NOM	ABL	Y	NOM_ABL								
34	93	кывны	NOM	ACC	TR	TR								
34	94	öтлаасьны	NOM	COM	Y	NOM_COM								
34	95	видзöдны 	NOM	vylo	Y	NOM_vylo								
34	96	пöрччыны	NOM	ACC	TR	TR								
34	97	вöтавны	NOM	ACC	TR	TR								
34	98	воны öти кывйö	NOM	COM	Y	NOM_COM								
34	99	пинясьны 	NOM	COM	Y	NOM_COM								
34	100	сулавны 	NOM	NOM	Y	NOM_NOM								
34	101	лыйны 	NOM	ILL	Y	NOM_ILL								
34	102	пуктыны 	NOM	ACC	TR	TR								
34	103	воштыны	NOM	ACC	TR	TR								
34	104	вöйны 	NOM	INE	Y	NOM_INE								
34	105	вийны 	NOM	ACC	TR	TR								
34	106	кучкыны	NOM	ACC	TR	TR								
34	107	окыштны 	NOM	ACC	TR	TR								
34	108	лыддьыны	NOM	ACC	TR	TR								
34	109	вöрöдыштны	NOM	INS	Y	NOM_INS								
34	110	пыдди пуктыны	NOM	ACC	TR	TR								
34	111	зывöктны 	NOM	ACC	TR	TR								
34	112	дöвöлен	NOM	INS	Y	NOM_INS								
34	113	мусмыны	DAT	NOM	X	DAT_NOM								
34	114	эскыны	*	*	*									
34	115	жалитны	NOM	ACC	TR	TR								
34	116	завидьтыны	NOM	DAT	Y	NOM_DAT								
34	117	скöравны 	*	*	*									
34	118	чуймыны	NOM	DAT	Y	NOM_DAT								
34	119	радейтны 	*	*	*									
34	120	чöсмасьны	NOM	INS	Y	NOM_INS								
34	121	кöсйыны	NOM	ACC	TR	TR								
34	122	скöравны 	NOM	vylo	Y	NOM_vylo								
34	123	лёкавны 	NOM	vylo	Y	NOM_vylo								
34	124	майшöдлыны	NOM	ACC	TR	TR								
34	125	шензьыны	NOM	INS	Y	NOM_INS								
34	126	мустöмтны 	*	*	*									
34	127	шогö усьны	NOM	ponda	Y	NOM_ponda								
34	128	дöзмыны	NOM	vylo	Y	NOM_vylo								
34	129	*	*	*	*									
34	130	яндысьны	NOM	ELA	Y	NOM_ELA								
17	1		DAT	NOM	X	DAT_NOM								
17	2		NOM	arACC	Y	NOM_arACC								
17	3		NOM	noGEN	Y	NOM_noGEN								
17	4		NOM	ACC	TR	TR								
17	5		DAT	GEN	XY	DAT_GEN								
17	6		NOM	ACC	TR	TR								
17	7		NOM	DAT	Y	NOM_DAT								
17	8		NOM	ACC	TR	TR								
17	9		NOM	ACC	TR	TR								
17	10		NOM	ACC	TR	TR								
17	11		NOM	arACC	Y	NOM_arACC								
17	12		NOM	LOC	Y	NOM_LOC								
17	13		NOM	ACC	TR	TR								
17	14		NOM	noGEN	Y	NOM_noGEN								
17	15		NOM	ACC	TR	TR								
17	16		NOM	ACC	TR	TR								
17	17		NOM	ACC	TR	TR								
17	18		NOM	ACC	TR	TR								
17	19		NOM	ACC	TR	TR								
17	20		NOM	ACC	TR	TR								
17	21		NOM	ACC	TR	TR								
17	22		NOM	DAT	Y	NOM_DAT								
17	23		NOM	arACC	Y	NOM_arACC								
17	24		NOM	arACC	Y	NOM_arACC								
17	25		NOM	parACC	Y	NOM_parACC								
17	26		NOM	ACC	TR	TR								
17	27		NOM	ACC	TR	TR								
17	28		NOM	ACC	TR	TR								
17	29		NOM	parACC	Y	NOM_parACC								
17	30		NOM	noGEN	Y	NOM_noGEN								
17	31		NOM	ACC	TR	TR								
17	32		NOM	arACC	Y	NOM_arACC								
17	33		NOM	ACC	TR	TR								
17	34		NOM	ACC	TR	TR								
17	35		NOM	noGEN	Y	NOM_noGEN								
17	36		NOM	ACC	TR	TR								
17	37		NOM	parACC	Y	NOM_parACC								
17	38		DAT	NOM	X	DAT_NOM								
17	39		NOM	ACC	TR	TR								
17	40		NOM	ACC	TR	TR								
17	41		NOM	DAT	Y	NOM_DAT								
17	42		NOM	ACC	TR	TR								
17	43		NOM	ACC	TR	TR								
17	44		NOM	ACC	TR	TR								
17	45		NOM	DAT	Y	NOM_DAT								
17	46		NOM	ACC	TR	TR								
17	47		NOM	arACC	Y	NOM_arACC								
17	48		*	*	*									
17	49		NOM	ACC	TR	TR								
17	50		NOM	ACC	TR	TR								
17	51		ACC	parACC	XY	ACC_parACC								
17	52		NOM	ACC	TR	TR								
17	53		NOM	DAT	Y	NOM_DAT								
17	54		NOM	arACC	Y	NOM_arACC								
17	55		NOM	ACC	TR	TR								
17	56		DAT	GEN	XY	DAT_GEN								
17	57		NOM	ACC	TR	TR								
17	58		DAT	NOM	X	DAT_NOM								
17	59		DAT	NOM	X	DAT_NOM								
17	60		NOM	ACC	TR	TR								
17	61		DAT	NOM	X	DAT_NOM								
17	62		NOM	DAT	Y	NOM_DAT								
17	63		NOM	ACC	TR	TR								
17	64		NOM	noGEN	Y	NOM_noGEN								
17	65		NOM	noGEN	Y	NOM_noGEN								
17	66		*	*	*									
17	67		NOM	pecGEN	Y	NOM_pecGEN								
17	68		*	*	*									
17	69		NOM	ACC	TR	TR								
17	70		NOM	ACC	TR	TR								
17	71		*	*	*									
17	72		*	*	*									
17	73		*	*	*									
17	74		NOM	ACC	TR	TR								
17	75		NOM	ACC	TR	TR								
17	76		NOM	ACC	TR	TR								
17	77		NOM	DAT	Y	NOM_DAT								
17	78		NOM	ACC	TR	TR								
17	79		NOM	LOC	Y	NOM_LOC								
17	80		NOM	arACC	Y	NOM_arACC								
17	81		NOM	pieGEN	Y	NOM_pieGEN								
17	82		NOM	DAT	Y	NOM_DAT								
17	83		NOM	parACC	Y	NOM_parACC								
17	84		NOM	arACC	Y	NOM_arACC								
17	85		NOM	ACC	TR	TR								
17	86		NOM	ACC	TR	TR								
17	87		*	*	*									
17	88		NOM	pecGEN	Y	NOM_pecGEN								
17	89		*	*	*									
17	90		NOM	noGEN	Y	NOM_noGEN								
17	91		NOM	LOC	Y	NOM_LOC								
17	92		NOM	DAT	Y	NOM_DAT								
17	93		*	*	*									
17	94		*	*	*									
17	95		NOM	uzACC	Y	NOM_uzACC								
17	96		NOM	ACC	TR	TR								
17	97		NOM	parACC	Y	NOM_parACC								
17	98		*	*	*									
17	99		*	*	*									
17	100		NOM	ACC	TR	TR								
17	101		*	*	*									
17	102		*	*	*									
17	103		NOM	ACC	TR	TR								
17	104		NOM	LOC	Y	NOM_LOC								
17	105		NOM	ACC	TR	TR								
17	106		NOM	DAT	Y	NOM_DAT								
17	107		NOM	ACC	TR	TR								
17	108		NOM	ACC	TR	TR								
17	109		NOM	ACC	TR	TR								
17	110		NOM	ACC	TR	TR								
17	111		NOM	ACC	TR	TR								
17	112		*	*	*									
17	113		NOM	LOC	Y	NOM_LOC								
17	114		NOM	DAT	Y	NOM_DAT								
17	115		*	*	*									
17	116		NOM	ACC	TR	TR								
17	117		*	*	*									
17	118		NOM	arACC	Y	NOM_arACC								
17	119		NOM	ACC	TR	TR								
17	120		*	*	*									
17	121		*	*	*									
17	122		NOM	uzACC	Y	NOM_uzACC								
17	123		*	*	*									
17	124		*	*	*									
17	125		*	*	*									
17	126		*	*	*									
17	127		*	*	*									
17	128		*	*	*									
17	129		NOM	DAT	Y	NOM_DAT								
17	130		NOM	parACC	Y	NOM_parACC								
20	1		*	*	*									
20	2		SBESS	ABS	X	SBESS_ABS								
20	3		DAT	POEL	XY	DAT_POEL								
20	4		ERG	ABS	TR	TR								
20	5		DAT	ABS	X	DAT_ABS								
20	6		ABS	DAT	Y	ABS_DAT								
20	7		ABS	POESS	Y	ABS_POESS								
20	8		ERG	ABS	TR	TR								
20	9		DAT	ABS	X	DAT_ABS								
20	10		ERG	DAT	Y	ERG_DAT								
20	11		ABS	SRESS	Y	ABS_SRESS								
20	12		ABS	DAT	Y	ABS_DAT								
20	13		ERG	ADEL	Y	ERG_ADEL								
20	14		ABS	INEL	Y	ABS_INEL								
20	15		ERG	ABS	TR	TR								
20	16		ERG	ABS	TR	TR								
20	17		ERG	DAT	Y	ERG_DAT								
20	18		ERG	ABS	TR	TR								
20	19		ERG	ADESS	Y	ERG_ADESS								
20	20		ERG	ABS	TR	TR								
20	21		ABS	ADESS	Y	ABS_ADESS								
20	22		ERG	SBESS	Y	ERG_SBESS								
20	23		ABS	POESSgalaz	Y	ABS_POESSgalaz								
20	24		ERG	POESSgalaz	Y	ERG_POESSgalaz								
20	25		ERG	SBEL	Y	ERG_SBEL								
20	26		ERG	ABS	TR	TR								
20	27		ERG	ABS	TR	TR								
20	28		ERG	ABS	TR	TR								
20	29		*	*	*									
20	30		ABS	SREL	Y	ABS_SREL								
20	31		ERG	DAT	Y	ERG_DAT								
20	32		ABS	POESSgalaz	Y	ABS_POESSgalaz								
20	33		DAT	ABS	X	DAT_ABS								
20	34		ERG	ABS	TR	TR								
20	35		ERG	SBEL	Y	ERG_SBEL								
20	36		ERG	ABS	TR	TR								
20	37		ERG	SBEL	Y	ERG_SBEL								
20	38		POESS	ABS	X	POESS_ABS								
20	39		ERG	ABS	TR	TR								
20	40		ERG	DAT	Y	ERG_DAT								
20	41		ERG	ABS	TR	TR								
20	42		ABS	SBEL	Y	ABS_SBEL								
20	43		ERG	ABS	TR	TR								
20	44		ERG	ABS	TR	TR								
20	45		ERG	DAT	Y	ERG_DAT								
20	46		DAT	ABS	X	DAT_ABS								
20	47		ERG	ABS	TR	TR								
20	48		ERG	SBEL	Y	ERG_SBEL								
20	49		ERG	ABS	TR	TR								
20	50		ERG	ABS	TR	TR								
20	51		DAT	ABS	X	DAT_ABS								
20	52		ERG	ABS	TR	TR								
20	53		ERG	SRESS	Y	ERG_SRESS								
20	54		ABS	ADESS	Y	ABS_ADESS								
20	55		DAT	ABS	X	DAT_ABS								
20	56		DAT	ABS	X	DAT_ABS								
20	57		DAT	ABS	X	DAT_ABS								
20	58		DAT	ABS	X	DAT_ABS								
20	59		DAT	ABS	X	DAT_ABS								
20	60		ERG	ABS	TR	TR								
20	61		POESS	ABS	X	POESS_ABS								
20	62		ERG	DAT	Y	ERG_DAT								
20	63		ERG	ABS	TR	TR								
20	64		ABS	SREL	Y	ABS_SREL								
20	65		ABS	SREL	Y	ABS_SREL								
20	66		ERG	ABS	TR	TR								
20	67		*	*	*									
20	68		ABS	SREL	Y	ABS_SREL								
20	69		ERG	ABS	TR	TR								
20	70		ERG	ABS	TR	TR								
20	71		ERG	ABS	TR	TR								
20	72		ERG	ABS	TR	TR								
20	73		ABS	POESSgalaz	Y	ABS_POESSgalaz								
20	74		ERG	ABS	TR	TR								
20	75		ERG	ABS	TR	TR								
20	76		*	*	*									
20	77		ERG	DAT	Y	ERG_DAT								
20	78		*	*	*									
20	79		ABS	POESS	Y	ABS_POESS								
20	80		ABS	ERG	Y	ABS_ERG								
20	81		ABS	SRESS	Y	ABS_SRESS								
20	82		ABS	DAT	Y	ABS_DAT								
20	83		ABS	DAT	Y	ABS_DAT								
20	84		ABS	POESSgalaz	Y	ABS_POESSgalaz								
20	85		ERG	ABS	TR	TR								
20	86		ERG	ABS	TR	TR								
20	87		ERG	SRESS	Y	ERG_SRESS								
20	88		ABS	POESS	Y	ABS_POESS								
20	89		*	*	*									
20	90		ABS	SREL	Y	ABS_SREL								
20	91		ERG	POESS	Y	ERG_POESS								
20	92		*	*	*									
20	93		*	*	*									
20	94		ABS	POESSgalaz	Y	ABS_POESSgalaz								
20	95		ABS	DAT	Y	ABS_DAT								
20	96		ERG	ABS	TR	TR								
20	97		DAT	ABS	X	DAT_ABS								
20	98		ABS	POESSgalaz	Y	ABS_POESSgalaz								
20	99		ABS	POESSgalaz	Y	ABS_POESSgalaz								
20	100		*	*	*									
20	101		ERG	ABS	TR	TR								
20	102		ERG	ABS	TR	TR								
20	103		ERG	ABS	TR	TR								
20	104		ABS	INESS	Y	ABS_INESS								
20	105		ERG	ABS	TR	TR								
20	106		ERG	ABS	TR	TR								
20	107		ERG	DAT	Y	ERG_DAT								
20	108		ERG	ABS	TR	TR								
20	109		ERG	ABS	TR	TR								
20	110		ERG	DAT	Y	ERG_DAT								
20	111		*	*	*									
20	112		ABS	SREL	Y	ABS_SREL								
20	113		ABS	SRESS	Y	ABS_SRESS								
20	114		ERG	DAT	Y	ERG_DAT								
20	115		ERG	DAT	Y	ERG_DAT								
20	116		ABS	SRESS	Y	ABS_SRESS								
20	117		*	*	*									
20	118		ABS	SRESS	Y	ABS_SRESS								
20	119		DAT	ABS	X	DAT_ABS								
20	120		ERG	SBEL	Y	ERG_SBEL								
20	121		DAT	ABS	X	DAT_ABS								
20	122		DAT	SBEL	XY	DAT_SBEL								
20	123		ABS	SREL	Y	ABS_SREL								
20	124		ERG	ABS	TR	TR								
20	125		*	*	*									
20	126		ERG	ABS	TR	TR								
20	127		*	*	*									
20	128		*	*	*									
20	129		DAT	SBEL	XY	DAT_SBEL								
20	130		DAT	SBEL	XY	DAT_SBEL								
13	1		DAT	ACC	X	DAT_ACC								
13	2		NOM 	INS	Y	NOM_INS								
13	3		NOM 	GEN	Y	NOM_GEN								
13	4		NOM	ACC	TR	TR								
13	5		DAT	GEN	XY	DAT_GEN								
13	6		NOM	iACC	Y	NOM_iACC								
13	7		NOM 	INS	Y	NOM_INS								
13	8		NOM	ACC	TR	TR								
13	9		NOM	ACC	TR	TR								
13	10		NOM	ACC	TR	TR								
13	11		NOM 	suINS	Y	NOM_suINS								
13	12		NOM 	iACC	Y	NOM_iACC								
13	13		NOM 	priesACC	Y	NOM_priesACC								
13	14		NOM 	isGEN	Y	NOM_isGEN								
13	15		NOM	ACC	TR	TR								
13	16		NOM	ACC	TR	TR								
13	17		NOM	DAT	Y	NOM_DAT								
13	18		NOM	ACC	TR	TR								
13	19		NOM	ACC	TR	TR								
13	20		NOM	ACC	TR	TR								
13	21		NOM	ACC	TR	TR								
13	22	paliesti	NOM	ACC	TR	TR								
13	23		NOM	suINS	Y	NOM_suINS								
13	24		NOM	suINS	Y	NOM_suINS								
13	25		NOM	apieACC	Y	NOM_apieACC								
13	26		NOM	ACC	TR	TR								
13	27		NOM	ACC	TR	TR								
13	28		NOM	GEN	Y	NOM_GEN								
13	29		NOM	apieACC	Y	NOM_apieACC								
13	30		NOM	nuoGEN	Y	NOM_nuoGEN								
13	31		NOM	ACC	TR	TR								
13	32		NOM	suINS	Y	NOM_suINS								
13	33		NOM	ACC	TR	TR								
13	34		NOM	INS	Y	NOM_INS								
13	35		NOM	GEN	Y	NOM_GEN								
13	36		NOM	ACC	TR	TR								
13	37		NOM	isGEN	Y	NOM_isGEN								
13	38		NOM	ACC	TR	TR								
13	39		NOM	GEN	Y	NOM_GEN								
13	40		NOM	ACC	TR	TR								
13	41		NOM	DAT	Y	NOM_DAT								
13	42		NOM	GEN	Y	NOM_GEN								
13	43		NOM	ACC	TR	TR								
13	44		NOM	ACC	TR	TR								
13	45		NOM	DAT	Y	NOM_DAT								
13	46		NOM	ACC	TR	TR								
13	47		NOM	INS	Y	NOM_INS								
13	48		NOM	apieACC	Y	NOM_apieACC								
13	49		NOM	ACC	TR	TR								
13	50		NOM	ACC	TR	TR								
13	51		NOM	NOM	Y	NOM_NOM								
13	52		NOM	ACC	TR	TR								
13	53		NOM	ACC	TR	TR								
13	54		NOM	GEN	Y	NOM_GEN								
13	55		NOM	ACC	TR	TR								
13	56		DAT	GEN	XY	DAT_GEN								
13	57		NOM	GEN	Y	NOM_GEN								
13	58		DAT	NOM	X	DAT_NOM								
13	59		DAT	GEN	XY	DAT_GEN								
13	60		NOM	ACC	TR	TR								
13	61		DAT	NOM	X	DAT_NOM								
13	62		NOM	DAT	Y	NOM_DAT								
13	63		NOM	ACC	TR	TR								
13	64		NOM	nuoGEN	Y	NOM_nuoGEN								
13	65		NOM	nuoGEN	Y	NOM_nuoGEN								
13	66		NOM	ACC	TR	TR								
13	67		NOM	INS	Y	NOM_INS								
13	68		NOM	ACC	TR	TR								
13	69		NOM	ACC	TR	TR								
13	70		NOM	ACC	TR	TR								
13	71		NOM	ACC	TR	TR								
13	72		NOM	ACC	TR	TR								
13	73		NOM	prieGEN	Y	NOM_prieGEN								
13	74		NOM	ACC	TR	TR								
13	75		NOM	ACC	TR	TR								
13	76		NOM	ACC	TR	TR								
13	77		NOM	DAT	Y	NOM_DAT								
13	78		NOM	ACC	TR	TR								
13	79		NOM	iACC	Y	NOM_iACC								
13	80		NOM	INS	Y	NOM_INS								
13	81		NOM	prieGEN	Y	NOM_prieGEN								
13	82		NOM	DAT	Y	NOM_DAT								
13	83		NOM	INS	Y	NOM_INS								
13	84		NOM	suINS	Y	NOM_suINS								
13	85		NOM	ACC	TR	TR								
13	86		NOM	ACC	TR	TR								
13	87		NOM	DAT	Y	NOM_DAT								
13	88		NOM	GEN	Y	NOM_GEN								
13	89		NOM	ACC	TR	TR								
13	90		NOM	nuoGEN	Y	NOM_nuoGEN								
13	91		NOM	GEN	Y	NOM_GEN								
13	92		*	*	*									
13	93		NOM	ACC	TR	TR								
13	94		NOM	suINS	Y	NOM_suINS								
13	95		NOM	iACC	Y	NOM_iACC								
13	96		NOM	ACC	TR	TR								
13	97		NOM	ACC	TR	TR								
13	98		NOM	suINS	Y	NOM_suINS								
13	99		NOM	suINS	Y	NOM_suINS								
13	100		NOM	ACC	TR	TR								
13	101		NOM	iACC	Y	NOM_iACC								
13	102		NOM	ACC	TR	TR								
13	103		NOM	ACC	TR	TR								
13	104		NOM	iACC	Y	NOM_iACC								
13	105		NOM	ACC	TR	TR								
13	106		NOM	DAT	Y	NOM_DAT								
13	107		NOM	ACC	TR	TR								
13	108		NOM	ACC	TR	TR								
13	109		NOM	ACC	TR	TR								
13	110		NOM	ACC	TR	TR								
13	111		NOM	INS	Y	NOM_INS								
13	112		NOM	INS	Y	NOM_INS								
13	113		NOM	ACC	TR	TR								
13	114		NOM	INS	Y	NOM_INS								
13	115	gaila	DAT	GEN	XY	DAT_GEN								
13	116		NOM	DAT	Y	NOM_DAT								
13	117		NOM 	antGEN	Y	NOM_antGEN								
13	118		NOM	INS	Y	NOM_INS								
13	119		NOM	ACC	TR	TR								
13	120		NOM	INS	Y	NOM_INS								
13	121		NOM	GEN	Y	NOM_GEN								
13	122		NOM	antGEN	Y	NOM_antGEN								
13	123		*	*	*									
13	124		NOM	ACC	TR	TR								
13	125		NOM	INS	Y	NOM_INS								
13	126		NOM	ACC	TR	TR								
13	127		NOM	delGEN	Y	NOM_delGEN								
13	128		*	*	*									
13	129		NOM	DAT	Y	NOM_DAT								
13	130		NOM	GEN	Y	NOM_GEN								
19	1		POSS	HEAD	X	POSS_HEAD								
19	2		ma	SBJ	X	ma_SBJ								
19	3		SBJ	ba	Y	SBJ_ba								
19	4		SBJ	DO	TR	TR								
19	5		*	*	*									
19	6		SBJ	ga	Y	SBJ_ga								
19	7		SBJ	ya	Y	SBJ_ya								
19	8		SBJ	DO	TR	TR								
19	9		SBJ	DO	TR	TR								
19	10		*	*	*									
19	11		SBJ	DO	TR	TR								
19	12		*	*	*									
19	13		*	*	*									
19	14		*	*	*									
19	15		SBJ	DO	TR	TR								
19	16		SBJ	DO	TR	TR								
19	17		SBJ	ma	Y	SBJ_ma								
19	18		SBJ	DO	TR	TR								
19	19		SBJ	DO	TR	TR								
19	20		SBJ	DO	TR	TR								
19	21		*	*	*									
19	22		SBJ	ba	Y	SBJ_ba								
19	23		SBJ	ga	Y	SBJ_ga								
19	24		*	*	*									
19	25		SBJ	su	Y	SBJ_su								
19	26		SBJ	DO	TR	TR								
19	27		SBJ	DO	TR	TR								
19	28		SBJ	DO	TR	TR								
19	29		SBJ	ma	Y	SBJ_ma								
19	30		*	*	*									
19	31		SBJ	DO	TR	TR								
19	32		SBJ	DO	TR	TR								
19	33		SBJ	DO	TR	TR								
19	34		SBJ	DO	TR	TR								
19	35		SBJ	DO	TR	TR								
19	36		SBJ	DO	TR	TR								
19	37		SBJ	zu	Y	SBJ_zu								
19	38		ya	SBJ	X	ya_SBJ								
19	39		SBJ	DO	TR	TR								
19	40		SBJ	DO	TR	TR								
19	41		SBJ	DO	TR	TR								
19	42		SBJ	ma	Y	SBJ_ma								
19	43		SBJ	DO	TR	TR								
19	44		SBJ	DO	TR	TR								
19	45		*	*	*									
19	46		be	SBJ	X	be_SBJ								
19	47		SBJ	DO	TR	TR								
19	48		*	*	*									
19	49		SBJ	DO	TR	TR								
19	50		SBJ	DO	TR	TR								
19	51		*	*	*									
19	52		SBJ	ma	Y	SBJ_ma								
19	53		SBJ	DO	TR	TR								
19	54		SBJ	ga	Y	SBJ_ga								
19	55		SBJ	DO	TR	TR								
19	56		*	*	*									
19	57		SBJ	DO	TR	TR								
19	58		SBJ	be	Y	SBJ_be								
19	59		SBJ	ba	Y	SBJ_ba								
19	60		*	*	*									
19	61		ya	SBJ	X	ya_SBJ								
19	62		SBJ	DO	TR	TR								
19	63		SBJ	DO	TR	TR								
19	64		*	*	*									
19	65		SBJ	polu	Y	SBJ_polu								
19	66		SBJ	DO	TR	TR								
19	67		*	*	*									
19	68		SBJ	DO	TR	TR								
19	69		SBJ	DO	TR	TR								
19	70		SBJ	DO	TR	TR								
19	71		SBJ	DO	TR	TR								
19	72		SBJ	DO	TR	TR								
19	73		*	*	*									
19	74		*	*	*									
19	75		*	*	*									
19	76		SBJ	su	Y	SBJ_su								
19	77		SBJ	ba	Y	SBJ_ba								
19	78		SBJ	DO	TR	TR								
19	79		SBJ	su	Y	SBJ_su								
19	80		SBJ	ga	Y	SBJ_ga								
19	81		SBJ	ba	Y	SBJ_ba								
19	82		*	*	*									
19	83		*	*	*									
19	84		SBJ	ta	Y	SBJ_ta								
19	85		SBJ	DO	TR	TR								
19	86		SBJ	DO	TR	TR								
19	87		*	*	*									
19	88		*	*	*									
19	89		*	*	*									
19	90		*	*	*									
19	91		SBJ	ma	Y	SBJ_ma								
19	92		SBJ	be	Y	SBJ_be								
19	93		SBJ	DO	TR	TR								
19	94		SBJ	ta	Y	SBJ_ta								
19	95		SBJ	ba	Y	SBJ_ba								
19	96		SBJ	DO	TR	TR								
19	97		*	*	*									
19	98		*	*	*									
19	99		*	*	*									
19	100		*	*	*									
19	101		SBJ	ma	Y	SBJ_ma								
19	102		SBJ	DO	TR	TR								
19	103		SBJ	DO	TR	TR								
19	104		*	*	*									
19	105		SBJ	DO	TR	TR								
19	106		SBJ	DO	TR	TR								
19	107		*	*	*									
19	108		SBJ	DO	TR	TR								
19	109		SBJ	DO	TR	TR								
19	110		SBJ	ma	Y	SBJ_ma								
19	111		*	*	*									
19	112		*	*	*									
19	113		SBJ	ga	Y	SBJ_ga								
19	114		SBJ	ya	Y	SBJ_ya								
19	115		*	*	*									
19	116		*	*	*									
19	117		*	*	*									
19	118		SBJ	ga	Y	SBJ_ga								
19	119		be	SBJ	X	be_SBJ								
19	120		*	*	*									
19	121		*	*	*									
19	122		*	*	*									
19	123		*	*	*									
19	124		SBJ	DO	TR	TR								
19	125		SBJ	ga	Y	SBJ_ga								
19	126		*	*	*									
19	127		SBJ	ba	Y	SBJ_ba								
19	128		*	*	*									
19	129		*	*	*									
19	130		*	*	*									
67	1	боли	ACC	SBJ	X	ACC_SBJ								
67	2	боледува	SBJ	od	Y	SBJ_od								
67	3	се плаши	SBJ	od	Y	SBJ_od								
67	4	фрли	SBJ	ACC	TR	TR								
67	5	има доволно	*	*	*									
67	6	личи	SBJ	na	Y	SBJ_na								
67	7	верува	SBJ	DAT(na)	Y	SBJ_DAT(na)								
67	8	зеде	SBJ	ACC	TR	TR								
67	9	гледа	SBJ	ACC	TR	TR								
67	10	влијае	SBJ	vrz	Y	SBJ_vrz								
67	11	се сретна	SBJ	so	Y	SBJ_so								
67	12	влезе	SBJ	vo	Y	SBJ_vo								
67	13	победи	SBJ	ACC	TR	TR								
67	14	излезе	SBJ	od	Y	SBJ_od								
67	15	брка	SBJ	ACC	TR	TR								
67	16	наведна	SBJ	ACC	TR	TR								
67	17	рече	SBJ	DAT(na)	Y	SBJ_DAT(na)								
67	18	држи	SBJ	ACC	TR	TR								
67	19	стигна	SBJ	ACC	TR	TR								
67	20	измолзи	SBJ	ACC	TR	TR								
67	21	стигна	SBJ	do	Y	SBJ_do								
67	22	се допре	SBJ	do	Y	SBJ_do								
67	23	се кара	SBJ	so	Y	SBJ_so								
67	24	се дружи	SBJ	so	Y	SBJ_so								
67	25	мисли	SBJ	na	Y	SBJ_na								
67	26	изеде	SBJ	ACC	TR	TR								
67	27	испржи	SBJ	ACC	TR	TR								
67	28	чека	SBJ	ACC	TR	TR								
67	29	заборави	SBJ	za	Y	SBJ_za								
67	30	зависи	SBJ	od	Y	SBJ_od								
67	31	викна	SBJ	ACC	TR	TR								
