predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	Abaza	Adyghe_West_Circassian	Aghul	Akhvakh_Northern	Albanian	Andi_Zilo	Arabic_Northern_Syrian	Arabic_South_Levantine_Nazareth	Arabic_Standard	Archi	Armenian_Eastern	Assyrian_Neo_Aramaic	Avar	Azerbaijani	Bafut	Bagvalal	Bambara	Bashkir	Basque	Belarusian	Bengali	Budugh	Bulgarian	Buriat	Catalan	Chechen	Chinese_Mandarin	Chirag	Chukchi	Chuvash	Croatian	Czech	Danish	Dargwa_Itsari	Dargwa_Kadar	Dargwa_Kaytag	Dargwa_Kubachi	Dargwa_Tsudakhar	Dargwa_Tsugni	Dutch	Enets_Forest	English	Erzya	Estonian	Evenki	Finnish	Finnish_Ingrian	French	Gascon	Gban	Georgian	German	Goo	Greek_Ancient	Greek_Modern	Guarani_Paraguayan	Guro	Hebrew_Modern	Hindi	Hungarian	Icelandic	Indonesian_Standard	Ingush	Irish	Italian	Japanese	Joola_Fonyi	Kalmyk	Karata	Kazakh	Khanty_Kazym	Khmer	Khoekhoe	Khwarshi	Komi_Permyak	Komi_Zyrian	Kpelle_Guinean	Kryz_Alik	Kryz_Ismayilli	Kryz_Proper	Kumyk	Kurdish_Sorani	Kurmanji_Northern_Kurdish	Lak_Quba	Latin	Latvian	Laz	Lezgian	Lezgian_Yargun	Lithuanian	Loma	Macedonian	Maltese	Mandinka	Maninka_Eastern	Mano	Mansi_Northern	Mari_Western	Mehweb	Mingrelian	Moksha	Nanai	Nivkh	Norwegian_Bokmal	Oromo_West_Central	Ossetic	Persian	Polish	Portuguese_Brazilian	Romani_Kalderash	Romanian	Russian	Rutul_Kina	Rutul_Mukhad	Rutul_Myukhrek	Rutul_Shin_Borch	Rutul_Shinaz	Saami_Skolt	Saami_South	Sagada	Serbian	Shughni	Slovak	Slovenian	Soninke	Spanish	Svan	Swedish	Tabasaran_Kandyk	Tagalog	Telugu	Tsakhur	Tswana	Turkish	Turoyo	Tuvinian	Twi	Udi	Udihe	Udmurt	Ukrainian	Ulcha	Uzbek	Wolof	Yakut	Yukaghir_Northern	Zazaki
57	hate	X (hate) Y	ненавидеть	X (ненавидеть) Y-а	MAL_ABS	BEN_ABS	DAT_ABS	DAT_NOM	TR		TR	TR	TR	DAT_NOM	TR	BARE_men	GEN_LATxun	NOM_DATLAT	TR	DAT_NOM	TR		TR	TR	TR	DAT_PART	TR	NOM_DAT	TR	DAT_ABS	TR	SUPER_ABS	TR	TR	TR	TR	TR	SUPER.LAT_ABS	DAT_NOM	DATLAT_NOM		DAT_NOM	DAT_NOM	TR	TR	TR	TR	NOM_PART	TR	NOM_PART	NOM_PART	TR	TR		DAT_NOM	TR		TR	TR			TR	ERG_ABL	TR	TR	TR	DAT_NOM	aige_ar	TR		TR	NOM_DAT	DAT_NOM	TR	TR		TR	DAT_ABS	TR	TR		DAT_PART	ERG_DAT	ERG_DAT	TR	EXT_le	SBJ.TR_jiOBL	DAT_NOM	TR	TR	DAT_NOM	DAT_ABS	DAT_NOM	NOM_GEN	TR	TR	TR	TR	TR	ge_SBJ		TR	DAT_NOM	DAT_NOM	TR	NOM_INS	TR	TR	TR	NOM_ABL	NOM_azNOM	NOM_GEN	TR	TR	TR	TR	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	TR	TR	DAT_ABS	TR	LAT_NOM.NO.CL	TR	TR	TR	TR	DAT_NOM	TR	DAT_ABS	ACT_CAUSE	TR	POSS_SUPEREL	TR	NOM_ABL	SBJ_m	TR	TR	TR	TR	GEN_ACC	TR	TR	NOM_ABL	TR	TR	TR	
58	like	X (like) Y	нравиться	X-у (нравиться) Y	TR	NominalPossessor_ABS	DAT_ABS	DAT_NOM	DAT_NOM	AFF_NOM	EXT&DO_SBJ	TR	ACC_NOM	DAT_NOM	TR	BARE_men	LOC_NOM	GEN_ABL	TR	DAT_NOM	ye_SBJ		DAT_ABS	DAT_NOM	GEN_NOM	DAT_PART	DAT(na)_SBJ	DAT_NOM	NDIR.OBJ_SBJ	DAT_ABS	TR	SUPER_ABS	TR	OBJ_NOM	DAT_NOM	DAT_NOM	TR	SUPER.LAT_ABS	DAT_NOM	DATLAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM		TR	TR		ALL_NOM	TR	NOM_ELA	ALL_NOM	NDIR.OBJ_SBJ	TR		DAT_NOM	DAT_NOM	kee_POSS.SBJ	DAT_NOM	GEN_NOM		le_SBJ	TR	TR	DAT_NOM	DAT_NOM	TR	DAT_NOM	le_SBJ	NDIR.OBJ_SBJ	TOP_NOM	TR	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM		SBJ_xa	DAT_ABS	DAT_NOM	DAT_NOM	TR	DAT_NOM	INESS_NOM	DAT_NOM	TR	EXT_le	TR	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	DAT_ABS	DAT_SUB/POSTEL	DAT_NOM	SBJ_be	DAT(na)_SBJ	DO_SBJ	ye_SBJ	nye_SBJ	DO_SBJ	LAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM		TR	TR	TR	TR	DAT_NOM	EXT_azNOM	DAT_NOM	SBJ_de	ACC_NOM	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	NOM_LOC	TR	DAT_ABS	DAT_NOM	LAT_NOM.NO.CL	TR	DAT_NOM	da_SBJ	NDIR.OBJ_SBJ	DAT_NOM	TR	DAT_ABS	ACT_SBJNV	DAT_NOM	DAT_NOM	TR	TR	TR	DAT_NOM	TR	GEN_ABS	TR	DAT_NOM	DAT_NOM	TR	DAT_NOM	DO_SBJ	TR	TR	SBJ.TR_ra.PSTP
59	need	X (need) Y	нуждаться	X (нуждаться) в Y-е	ABS_BEN	POSS_ABS	DAT_ABS	DAT_NOM	DAT_NOM		SBJ_l	SBJ_la	NOM_ilaaGEN	DAT_NOM	DAT_NOM	ka_SBJ	DAT_NOM	DATLAT_NOM	TR			DAT_NOM	TR	DAT_NOM	GEN_NOM	DAT_NOM	SBJ_ot	DAT_NOM	TR	DAT_ABS	TR	SUPER_ABS	TR	OBJ_NOM	DAT_NOM	TR	SBJ_for	SUPER.LAT_ABS	DAT_NOM	DATLAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	TR	TR	TR	DAT_NOM	NOM_PART	DAT_NOM	NOM_PART	NOM_PART	SBJ_de	TR		DAT_NOM	TR	POSS.SBJ_bha	NOM_GEN	TR	ACT_re		TR	DAT_DIR	DAT_SUB	ACC_ACC	TR	DAT_NOM	o_SBJ	NDIR.OBJ_SBJ	TOP_NOM	TR	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	TR	TR	DAT_ABS	DAT_NOM	DAT_NOM		DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	EXT_SBJ.INTR		DAT_NOM	NOM_GEN	DAT_NOM	DAT_NOM	DAT_ABS	DAT_NOM	DAT_GEN	SBJ_ba	DAT(na)_SBJ	TR	SBJ_la			LAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	TR		TR	TR		NOM_beNOM	NOM_GEN	SBJ_de	ACC_NOM(NO.AGR)	NOM_de	DAT_NOM	DAT_NOM	NOM_APUD	DAT_NOM	DAT_NOM	DAT_NOM	TR	TR	DAT_ABS	DAT_NOM	LAT_NOM.NO.CL	TR	TR		TR	DAT_NOM	TR	DAT_ABS	TR	DAT_COM	DAT_NOM	TR	GEN_DAT	SBJ.SS_IO	DAT_NOM	TR	DAT_ABS	NOM_INS	DAT_NOM	DAT_NOM	DAT_ACC	DAT_NOM	TR	NOM_DAT		
60	surround	X (surround) Y	окружать	X (окружать) Y (стена город)	TR	TR	ABS_SUPER	TR	TR	TR	SBJ_b	TR	TR	TR	TR			TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	DAT_ABS	SBJ_sizhou	TR	TR	TR	TR	TR	TR	TR	ERG_GENalawla	TR	NOM_COM	TR	TR	TR		TR		NOM_PART		NOM_PART	NOM_PART	TR	TR	SBJ_nen	NOM_DAT	TR	SBJ_zi	TR	TR		SBJ_zi	TR	DIR_carom.om	TR	TR	TR	NOM_DAT	SBJ_ar	TR	TR	TR	TR	NOM_ssoreq	TR			TR	TR	NOM_gogor	TR	TR	NOM_GENgara7ali	TR	TR	TR			GEN_GENlagma	TR	TR	NOM_DAT	TR	GENyuqva_NOM	TR		TR	TR	TR	la_SBJ	SBJ_mo		TR	NOM_NOMarsum	NOM_DAT	TR	NOM_OBLkendeli		av_SBJ	INS_NOM		TR	TR	TR	TR	TR	TR	TR	NOM_GENaa7uu	NOM_ATTRgara	NOM_ATTRyiqa	TR	TR	NOM_GENbijrejargan	TR	INS_NOM	NOM.NO.CL_OBLgarginuxa	TR	TR	TR	TR	NOM_DAT	TR	TR	ACT_LOC	TR	NOM_heqhiyalla	TR	TR	SBJ_heder	TR	SBJ_hyia	TR		TR	TR	dooLOC_NOM	TR	TR	TR	NOM_pomniir	ra.PSTP_SBJ.INTR
61	remain	X (have) Y left	оставаться	у X-а (оставаться) Y	BEN_ABS	BEN_ABS	APUD_ABS	POSS_NOM	DAT_NOM	CONT_NOM	EXT&ma3_SBJ	ma_SBJ	indaGEN_NOM	GEN_NOM		ces_SBJ	GEN_NOM	GEN_NOM	SBJ_ni		bolo_SBJ	GEN_NOM	DAT_ABS	uGEN_NOM	GENkache_NOM	APUD_NOM	DAT(na)_SBJ	DAT_NOM	NDIR.OBJ_SBJ	ALL_ABS	TR	GEN_ABS	POSS_ABS	GEN_NOM	DAT_NOM	DAT_NOM	TR	GEN_ABS	GEN_NOM	GEN_NOM	GEN_NOM	GEN_NOM	GEN_NOM	TR	TOP_NOM		GEN_NOM	ADESS_NOM	DAT_NOM	ALL_NOM	AD_NOM	NDIR.OBJ_SBJ	NDIR.OBJ_SBJ	kon_SBJ	DAT_NOM	TR	gon_SBJ	paraDAT_NOM	GEN_NOM	ACT_pe		le_SBJ	OBLke.pas_DIR	DAT_NOM	TR	TR	ALL_NOM	ar_SBJ	NDIR.OBJ_SBJ	TOP_NOM	OBJ_OBJ	DAT_NOM	CONT_NOM	LOC_NOM	TR	TR	SBJ_xa	CONT_ABS	GEN_NOM	GEN_NOM	yei_SBJ	DAT_NOM	SUPER_NOM	APUD_NOM	GEN_NOM	EXT_SBJ.INTR		CONT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	POESS_ABS	DAT_NOM	DAT_NOM	ya_SBJ	DAT(na)_SBJ	BARE&DO_SBJ	SBJ_bulu	bolo_SBJ	kele_SBJ	POSS_NOM	GEN_NOM	GEN_NOM	DAT_ERG	GEN_NOM	DAT_NOM		TR	DAT_NOM	ALL_NOM	bara.IZAF.NOM_NOM	DAT_NOM	SBJ_com	LOC_NOM	DAT_NOM	uGEN_NOM	APUD_NOM	AD_NOM		APUD_NOM	APUD_NOM	LOC_NOM		POSS_ABS	DAT_NOM	P.LOC_NOM.NO.CL	DAT_NOM	DAT_NOM	maxa_SBJ	NDIR.OBJ_SBJ	DAT_NOM	TR	APUD_ABS	SBJNV_BARE	OBLdaggara_NOM	LAT_NOM	SBJ_ke	GEN_NOM	OBJAGR_BARE	LOC_NOM		AD_ABS	DAT_NOM	GEN_NOM	uGEN_NOM	DAT_NOM	LOC_NOM	TR	DAT_NOM	LOC_NOM	
62	answer	X (answer) Y	отвечать	X (отвечать) Y-у	ERG_IO	ERG_DAT	ERG_DAT	ERG_DAT	NOM_DAT	ERG_DAT	TR	TR	TR	ERG_DAT	NOM_DAT	SBJ_ka	ERG_DAT	NOM_DATLAT	TR	ERG_SUPLAT	TR	NOM_DAT	ERG_DAT	NOM_DAT	TR	ERG_DAT	SBJ_DAT(na)	NOM_DAT	SBJ_NDIR.OBJ	ERG_DAT	TR	ERG_SUPER	ABS_ALL	TR	NOM_DAT	NOM_DAT	TR	ERG_SUPER.LAT	ERG_IN	ERG_SUPER	ERG_DAT	ERG/LOC(LAT)_INTER(LAT)	ERG_INTER(LAT)	TR		TR	NOM_DAT	NOM_ALL	NOM_DAT	NOM_ALL	NOM_ALL	SBJ_NDIR.OBJ	SBJ_NDIR.OBJ	SBJ_nen	ERG_DAT	NOM_DAT	SBJ_gon	NOM_DAT	NOM_seACC	TR		SBJ_le	ERG_DAT	NOM_DAT	NOM_DAT	TR	ERG_DAT	TR	SBJ_NDIR.OBJ	NOM_DAT	TR	NOM_DAT	ERG_DAT	NOM_DAT	NOM_DAT		TR	ERG_DAT	NOM_DAT	NOM_DAT	TR	ERG_DAT	ERG_DAT	ERG_DAT	NOM_DAT			GEN_APUDLAT	NOM_DAT	NOM_DAT	ERG_DAT	ERG_DAT	ERG_DAT	NOM_DAT	TR	SBJ_DAT(na)	TR	TR	TR	TR	NOM_LAT		ERG_CONT.LAT	ERG_DAT	NOM_DAT	NOM_DIR	SBJ_DAT/ADD	TR	NOM_DAT	NOM_DAT	NOM_beNOM	NOM_DAT	SBJ_NDIR.OBJ		NOM_DAT	NOM_DAT	ERG_DAT	ERG_DAT	ERG_DAT	ERG_DAT	ERG_DAT	NOM_ILL	TR	ERG_POSS	NOM_DAT	NOM.CL_LAT	NOM_DAT	NOM_DAT	TR	SBJ_NDIR.OBJ	ERG_DAT	TR	ERG_DAT	ACT_LOC	NOM_DAT	ERG_DAT	TR	NOM_DAT	SBJ_IO	NOM_ALL1	TR	ERG_GEN	NOM_DIR	NOM_DAT	NOM_DAT	NOM_LAT	NOM_DAT	TR	NOM_DAT	NOM_DAT	
63	open	X (open) Y	открывать	X (открывать) Y	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	ABS_ALL	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR			TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
64	be_different	X (be different) from Y	отличаться	X (отличаться) от Y-а		ABS_BEN	ABS_SUPER.ELAT	NOM_EL	NOM_ngaNOM	NOM_CONT	TR	SBJ_an	NOM_anGEN	NOM_COMP	NOM_ABL	SBJ_men	NOM_EL	NOM_ABL	TR		SBJ_la	NOM_ABL		NOM_adGEN	NOM_theke	NOM_PART	SBJ_ot	NOM_ABL	SBJ_que	ABS_LAT	SBJ_he	ABS_SUPER.ELAT	ABS_ABL	NOM_ABL	NOM_odGEN	NOM_nezNOM	SBJ_fra	ABS_SUPER.EL	NOM_COMP	NOM_INTEREL	NOM_SUPERLAT	NOM_SUPER.ABL2	NOM_COMP	SBJ_van	NOM_ABL	SBJ_from	NOM_ejELA	NOM_ELA	NOM_ABL	NOM_ELA	NOM_EL	SBJ_de	SBJ_de	SBJ_ye	NOM_GEN.ABL	NOM_vonDAT	SBJ_bha	NOM_GEN	NOM_apoACC		SBJ_ba	SBJ_mi	DIR_ABL	NOM_ABL	NOM_DAT	SBJ_dari		SBJ_le	SBJ_da	NOM_CONTR	SBJ_di	NOM_ABL	NOM_EL	NOM_ABL		SBJ_pi	SBJ_xu	ABS_CONT.EL	NOM_COMP	NOM_ELA	SBJ_bha	NOM_PART	NOM_ADEL	NOM_SUBEL	NOM_ABL	SBJ.INTR_le	SBJ.INTR_jiOBL	NOM_COMP	NOM_abABL	NOM_noGEN	NOM_ABL	ABS_SREL	NOM_SUPEL	NOM_nuoGEN		SBJ_od	SBJ_minn		SBJ_ma	SBJ_mo		NOM_gec	NOM_SUPER.ESS	NOM_ABL	NOM_ABL/ezda	NOM_ABL		SBJ_enn	NOM_ABSirraa	NOM_ABL	NOM_azNOM	NOM_odGEN	SBJ_de	NOM_pe	NOM_de	NOM_otGEN	NOM_SUP.EL	NOM_CONT	NOM_SUPEREL	NOM_CONT	NOM_CONT	NOM_ko		ABS_SUPER.ABL	NOM_odGEN	NOM.NO.CL_EL	NOM_akoNOM	NOM_odGEN		SBJ_de	NOM_ABL.EL	SBJ_som	ABS_COMP	ACT_LOC	NOM_OBLkante	NOM_SUPEREL	SBJ_le	NOM_ABL	SBJ.SS_IO	NOM_ABL	SBJ_ho	ABS_SUPERlari	NOM_ABL	NOM_ABL	NOM_vidGEN	NOM_INS	NOM_ABL	SBJ_ak	NOM_ABL	NOM_ABL	SBJ.INTR_ra.PSTP
65	fall_behind	X (fall behind) Y	отстать	X (отставать) от Y-а	ABS_LOCxe	ABS_POweze	ABS_POST.ELAT	NOM_EL	NOM_pasABL	NOM_CONT	SBJ_wara		NOM_anGEN	NOM_COMP	NOM_ABL	SBJ_men	NOM_EL	NOM_ABL	SBJ_a.ndim		SBJ_ko			NOM_adGEN	NOM_theke	NOM_ABL	SBJ_ot	NOM_ABL	SBJ_de	ABS_COMP	SBJ_yu	ABS_SUPER.ELAT	ABS_ABL	NOM_ABL	NOM_zaINS	NOM_zaINS	TR	ABS_SUPER.EL	NOM_COMP	NOM_ANTEL	NOM_SUPERLAT	NOM_SUPER.ABL2	NOM_GEN	SBJ_bij	NOM_ABL	SBJ_behind	NOM_ejELA	NOM_ELA	NOM_ABL	NOM_ELA		SBJ_par	SBJ_de	SBJ_nen	NOM_DAT	NOM_hinterACC	SBJ_zia	NOM_GEN	NOM_apoACC		SBJ_zuo	SBJ_axarej	DIR_OBLke.piche	NOM_mogott	NOM_urDAT	SBJ_dari		SBJ_o	SBJ_rispetto.a	NOM_DAT		NOM_ABL	NOM_CONTEL	NOM_ABL	NOM_NOMewelt		SBJ_xa	ABS_SUPER.EL	NOM_borsjan	NOM_ELA	SBJ_pulu	NOM_PART	NOM_ADEL	NOM_ADEL	NOM_ABL	SBJ.INTR_le	SBJ.INTR_li.pishtOBL	NOM_COMP	NOM_ABL	NOM_noGEN	NOM_ABL	ABS_SREL	NOM_SUPEL	NOM_nuoGEN	SBJ_polu	SBJ_od		SBJ_kooma	SBJ_ko	SBJ_pie	NOM_EL	NOM_gec	NOM_SUPER.ESS	ERG_DAT	NOM_ABL/ezda	NOM_ABL	TR	TR	NOM_ABSbiraa	NOM_ABL	NOM_azNOM		SBJ_de	NOM_ABL		NOM_otGEN	NOM_SUP.EL	NOM_COMPAR	NOM_SUPEREL	NOM_SUPEREL	NOM_EL	NOM_GENtuakka	NOM_GENmanngan	ABS_APUD.ABL	NOM_zaINS	NOM.NO.CL_EL	NOM_zaINS	NOM_zaINS	SBJ_yi	SBJ_de	NOM_DAT	TR		ACT_LOC	NOM_DAT	NOM_SUPEREL	TR	NOM_ABL	SBJ.SS_beter.m	NOM_ABL	SBJ_akyi	ABS_ABL	NOM_ABL	NOM_ABL	NOM_vidGEN		NOM_ABL		NOM_ABL	NOM_ABL	SBJ.INTR_ra.PSTP
66	plough	X (plough) Y	пахать	X (пахать) Y	TR	TR	TR	TR	TR	TR	TR	SBJ_bi	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_LOC/INS	TR	TR	NOM_deere	SBJ_en	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_IN	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	ERG_INESS	TR	TR	TR	TR	TR	TR		TR	TR	ERG_IN	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
67	smell	X (smell) like / of Y	пахнуть	X (пахнуть) Y-ом				EL_POSS	NOM_ABL	CONT.EL_GEN				SUP.EL_GEN				NOM_NOM(NO.AGR)	TR					NOM_INS			SBJ_na				SBJ_xiang	ABS_GEN	ABS_INS		NOM_poLOC	NOM_INS	SBJ_af	POSTtti_GEN		NOM_ERG		NOM_GEN		SBJ_naar	NOM_LOC	SBJ_like		NOM_GENjarele	NOM_ABL	NOM_ABL	NOM_AD	TR	SBJ_a		NOM_INS	NOM_nachDAT	bha_POSS.SBJ	NOM_GEN	TR		SBJ_ya	SBJ_mi	DIR_OBLki.tarah		NOM_afDAT		LAT_NOM		SBJ_di		TR	NOM_GEN	EL_POSS	TR	NOM_LOC		SBJ_khami	INTER.EL_GEN1	EGR_NOM					INEL_GEN					NOM_ABL	NOM_pecGEN				NOM_INS		SBJ_na	SBJ_ta	SBJ_la				NOM_dono					SBJ_INS	TR	NOM_RDP	NOM_ABL		NOM_INS	SBJ_a	NOM_ABL	NOM_a	NOM_INS	INTER.EL_ATTR		CONTEL_ATTR		CONTEL_ATTR	NOM_mate	NOM_ELA	POSS.ABL_GEN1	NOM_naACC		NOM_poLOC	NOM_poLOC		SBJ_a		TR	POST_GEN	ACT_BARE			SBJ_OBL	NOM_ABL		NOM_COM	SBJ_tese	ABL_ERG(NON.CORE)		NOM_NOM(NO.AGR)	NOM_INS	NOM_INS		TR	NOM_NOM(NO.AGR)		
68	cross	X (cross) Y	пересечь	X (пересекать) Y (улицу)	ABS_LOCqe	ABS_REC.IO.LOC.TIP.PRV.INSTR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	NOM_asa	TR	TR	TR	NOM_ABL	TR	TR	TR	ABS_DAT	TR		TR	NOM_orle	TR	NOM_presACC	TR	ABS_GENtesal	NOM_EL	TR	NOM_SUPERABL		NOM_LOC.ABL.DOWN	TR	NOM_OBLnoru	TR		TR	TR	TR	TR	TR	TR	TR	NOM_DAT.SUPERESS/SUPERLAT	TR	TR	TR	TR		TR	TR	TR	NOM_SUP	NOM_yfirACC	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	ABS_SUPER	TR	TR	TR	NOM_INEL	TR	NOM_LOC	NOM_ABL	SBJ.INTR_le	TR	TR	TR		ERG_DAT	ABS_SREL	NOM_SUPEL	TR	TR	TR	TR	SBJ_la	TR	TR	NOM_NOMultta	TR	TR	TR	TR	TR		TR	TR	NOM_sarty	NOM_azNOM	TR	TR	NOM_intal	TR	TR	NOM_IN.EL	NOM_SUPERELxu7	NOM_SUPEREL	NOM_ATTRcina7ane	NOM_IN	NOM_GENraast	NOM_GENraaste	TR	TR	NOM.NO.CL_EL	NOM_cezACC	TR	TR	TR	NOM_EL	TR	ABS_SUPER.ELAT	ACT_PATH	TR	NOM_SUPEREL	TR	NOM_ABL	SBJ.SS_7al	TR	TR	ABS_ABL	TR	NOM_NOMvamen	TR	TR	NOM_ABL	TR	TR	NOM_ACCsajde	SBJ.INTR_bover.PREP
69	sing	X (sing) Y	петь	X (петь) Y	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
70	write	X (write) Y	писать	X (писать) Y	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
71	drink	X (drink) Y	пить	X (пить) Y	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
72	melt	X (melt) Y	плавить	X (плавить) Y	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
